# Point, time, Vf, Vu, Im, Ach, vsig, temp, Cycle, ie_range, overload, stop_test
407,40.8,-0.06996987,0.0,-3.4947385e-05,0.0,-0.07000655,2.8745,0,8,8191,0
408,40.9,-0.07997361,0.0,-3.994779e-05,0.0,-0.08000624,2.8745,0,8,8191,0
409,41.0,-0.089976974,0.0,-4.4949546e-05,0.0,-0.090005934,2.8745,0,8,8191,0
410,41.100002,-0.099974096,0.0,-4.9948176e-05,0.0,-0.10000563,2.8745,0,8,8191,0
411,41.2,-0.109976634,0.0,-5.4948305e-05,0.0,-0.11000532,2.8745,0,8,8191,0
412,41.3,-0.119963795,0.0,-5.9939553e-05,0.0,-0.12000501,2.8745,0,8,8191,0
413,41.4,-0.1299639,0.0,-6.493988e-05,0.0,-0.1300047,2.8745,0,8,8191,0
414,41.5,-0.13997196,0.0,-6.99424e-05,0.0,-0.14000434,2.8745,0,8,8191,0
415,41.600002,-0.1499695,0.0,-7.494173e-05,0.0,-0.15000403,2.8745,0,8,8191,0
416,41.7,-0.15997423,0.0,-7.994254e-05,0.0,-0.16000372,2.8745,0,8,8191,0
417,41.8,-0.16997726,0.0,-8.494448e-05,0.0,-0.17000341,2.8745,0,8,8191,0
418,41.9,-0.17997998,0.0,-8.994512e-05,0.0,-0.1800031,2.8745,0,8,8191,0
419,42.0,-0.18999779,0.0,-9.491474e-05,0.0,-0.1900028,2.8745,0,9,8191,0
420,42.100002,-0.19999865,0.0,-9.9901474e-05,0.0,-0.20000249,2.8745,0,9,8191,0
421,42.2,-0.21000035,0.0,-0.00010489818,0.0,-0.21000218,2.8745,0,9,8191,0
422,42.3,-0.22000825,0.0,-0.00010990065,0.0,-0.22000188,2.8745,0,9,8191,0
423,42.4,-0.23001163,0.0,-0.0001148976,0.0,-0.23000157,2.8745,0,9,8191,0
424,42.5,-0.24002382,0.0,-0.00011990807,0.0,-0.24000126,2.8745,0,9,8191,0
425,42.600002,-0.2500234,0.0,-0.00012490174,0.0,-0.25000095,2.8745,0,9,8191,0
426,42.7,-0.2600246,0.0,-0.00012989125,0.0,-0.26000065,2.8745,0,9,8191,0
427,42.8,-0.27003404,0.0,-0.00013489666,0.0,-0.27000028,2.8745,0,9,8191,0
428,42.9,-0.28003547,0.0,-0.00013989871,0.0,-0.27999997,2.8745,0,9,8191,0
429,43.0,-0.29004613,0.0,-0.00014490077,0.0,-0.28999966,2.8745,0,9,8191,0
430,43.100002,-0.30005026,0.0,-0.00014990394,0.0,-0.29999936,2.8745,0,9,8191,0
431,43.2,-0.31006697,0.0,-0.00015490678,0.0,-0.30999905,2.8745,0,9,8191,0
432,43.3,-0.32003748,0.0,-0.00015990002,0.0,-0.31999874,2.8745,0,9,8191,0
433,43.4,-0.33004856,0.0,-0.00016489936,0.0,-0.32999843,2.8745,0,9,8191,0
434,43.5,-0.34007755,0.0,-0.00016989459,0.0,-0.33999813,2.8745,0,9,8191,0
435,43.600002,-0.3500785,0.0,-0.00017489557,0.0,-0.34999782,2.8745,0,9,8191,0
436,43.7,-0.36009383,0.0,-0.00017990301,0.0,-0.3599975,2.8745,0,9,8191,0
437,43.8,-0.37008595,0.0,-0.000184906,0.0,-0.3699972,2.8745,0,9,8191,0
438,43.9,-0.38008642,0.0,-0.00018990079,0.0,-0.3799969,2.8745,0,9,8191,0
439,44.0,-0.39007413,0.0,-0.00019489868,0.0,-0.38999653,2.8745,0,9,8191,0
440,44.100002,-0.40009743,0.0,-0.00019990507,0.0,-0.39999622,2.8745,0,9,8191,0
441,44.2,-0.41010544,0.0,-0.0002049165,0.0,-0.4099959,2.8745,0,9,8191,0
442,44.3,-0.42011842,0.0,-0.00020991704,0.0,-0.4199956,2.8745,0,9,8191,0
443,44.4,-0.43010694,0.0,-0.00021490747,0.0,-0.4299953,2.8745,0,9,8191,0
444,44.5,-0.44011256,0.0,-0.00021990221,0.0,-0.439995,2.8745,0,9,8191,0
445,44.600002,-0.45014194,0.0,-0.00022490155,0.0,-0.44999468,2.8745,0,9,8191,0
446,44.7,-0.46011937,0.0,-0.00022990334,0.0,-0.45999438,2.8744,0,9,8191,0
447,44.8,-0.47013506,0.0,-0.00023490895,0.0,-0.46999407,2.8744,0,9,8191,0
448,44.9,-0.48013517,0.0,-0.0002399118,0.0,-0.47999376,2.8744,0,9,8191,0
449,45.0,-0.49013534,0.0,-0.00024491036,0.0,-0.48999345,2.8744,0,9,8191,0
450,45.100002,-0.5001437,0.0,-0.00024991378,0.0,-0.49999315,2.8744,0,9,8191,0
451,45.2,-0.51012474,0.0,-0.0002549087,0.0,-0.5099928,2.8744,0,9,8191,0
452,45.3,-0.5201622,0.0,-0.00025990908,0.0,-0.51999253,2.8744,0,9,8191,0
453,45.4,-0.53013015,0.0,-0.00026490176,0.0,-0.52999216,2.8744,0,9,8191,0
454,45.5,-0.540159,0.0,-0.00026990255,0.0,-0.5399919,2.8744,0,9,8191,0
455,45.600002,-0.5501435,0.0,-0.00027490416,0.0,-0.54999155,2.8744,0,9,8191,0
456,45.7,-0.56012756,0.0,-0.00027989462,0.0,-0.5599913,2.8744,0,9,8191,0
457,45.8,-0.57015765,0.0,-0.00028489472,0.0,-0.56999093,2.8744,0,9,8191,0
458,45.9,-0.5801737,0.0,-0.00028989784,0.0,-0.57999057,2.8744,0,9,8191,0
459,46.0,-0.59017265,0.0,-0.00029489945,0.0,-0.5899903,2.8744,0,9,8191,0
460,46.100002,-0.60018307,0.0,-0.00029989931,0.0,-0.59998995,2.8744,0,9,8191,0
461,46.2,-0.61017305,0.0,-0.0003048958,0.0,-0.6099897,2.8744,0,9,8191,0
462,46.3,-0.6202075,0.0,-0.00030989732,0.0,-0.61998934,2.8744,0,9,8191,0
463,46.4,-0.63021344,0.0,-0.00031489672,0.0,-0.6299891,2.8744,0,9,8191,0
464,46.5,-0.64021254,0.0,-0.00031989493,0.0,-0.6399887,2.8744,0,9,8191,0
465,46.600002,-0.6502112,0.0,-0.00032490838,0.0,-0.6499885,2.8744,0,9,8191,0
466,46.7,-0.6602132,0.0,-0.00032990656,0.0,-0.6599881,2.8744,0,9,8191,0
467,46.8,-0.6702299,0.0,-0.00033490037,0.0,-0.66998786,2.8744,0,9,8191,0
468,46.9,-0.68023384,0.0,-0.00033989918,0.0,-0.6799875,2.8744,0,9,8191,0
469,47.0,-0.6902275,0.0,-0.00034490516,0.0,-0.68998724,2.8744,0,9,8191,0
470,47.100002,-0.700237,0.0,-0.00034991038,0.0,-0.6999869,2.8744,0,9,8191,0
471,47.2,-0.7102224,0.0,-0.00035490846,0.0,-0.7099865,2.8744,0,9,8191,0
472,47.3,-0.7202551,0.0,-0.0003599109,0.0,-0.71998626,2.8744,0,9,8191,0
473,47.4,-0.7302298,0.0,-0.00036489955,0.0,-0.7299859,2.8744,0,9,8191,0
474,47.5,-0.740227,0.0,-0.0003698982,0.0,-0.73998564,2.8744,0,9,8191,0
475,47.600002,-0.7502446,0.0,-0.0003748984,0.0,-0.7499853,2.8744,0,9,8191,0
476,47.7,-0.76023763,0.0,-0.00037989847,0.0,-0.759985,2.8744,0,9,8191,0
477,47.8,-0.7702705,0.0,-0.00038491274,0.0,-0.76998466,2.8744,0,9,8191,0
478,47.9,-0.78025323,0.0,-0.00038991572,0.0,-0.7799844,2.8744,0,9,8191,0
479,48.0,-0.7902453,0.0,-0.00039491517,0.0,-0.78998405,2.8744,0,9,8191,0
480,48.100002,-0.80024886,0.0,-0.0003999106,0.0,-0.7999838,2.8744,0,9,8191,0
481,48.2,-0.8102626,0.0,-0.00040490704,0.0,-0.80998343,2.8744,0,9,8191,0
482,48.3,-0.82026446,0.0,-0.00040991977,0.0,-0.81998307,2.8744,0,9,8191,0
483,48.4,-0.83027714,0.0,-0.0004149227,0.0,-0.8299828,2.8744,0,9,8191,0
484,48.5,-0.8402719,0.0,-0.0004199156,0.0,-0.83998245,2.8744,0,9,8191,0
485,48.600002,-0.8502691,0.0,-0.00042492012,0.0,-0.8499822,2.8744,0,9,8191,0
486,48.7,-0.86030096,0.0,-0.0004299229,0.0,-0.85998183,2.8744,0,9,8191,0
487,48.8,-0.87029004,0.0,-0.00043491763,0.0,-0.8699816,2.8744,0,9,8191,0
488,48.9,-0.8802989,0.0,-0.00043993184,0.0,-0.8799812,2.8744,0,9,8191,0
489,49.0,-0.89028686,0.0,-0.00044492295,0.0,-0.889981,2.8744,0,9,8191,0
490,49.100002,-0.90030634,0.0,-0.00044992912,0.0,-0.8999806,2.8744,0,9,8191,0
491,49.2,-0.91031325,0.0,-0.00045493228,0.0,-0.90998036,2.8744,0,9,8191,0
492,49.3,-0.9203022,0.0,-0.00045993133,0.0,-0.91998,2.8744,0,9,8191,0
493,49.4,-0.9303099,0.0,-0.00046493363,0.0,-0.92997974,2.8744,0,9,8191,0
494,49.5,-0.9403199,0.0,-0.00046993888,0.0,-0.9399794,2.8744,0,9,8191,0
495,49.600002,-0.9503292,0.0,-0.00047493388,0.0,-0.949979,2.8744,0,9,8191,0
496,49.7,-0.96031123,0.0,-0.0004799375,0.0,-0.95997876,2.8744,0,9,8191,0
497,49.8,-0.9703217,0.0,-0.00048493355,0.0,-0.9699784,2.8744,0,9,8191,0
498,49.9,-0.9803284,0.0,-0.00048993836,0.0,-0.97997814,2.8744,0,9,8191,0
499,50.0,-0.99033445,0.0,-0.00049493014,0.0,-0.9899778,2.8744,0,9,8191,0
500,50.100002,-1.0003436,0.0,-0.0004999438,0.0,-0.9999775,2.8744,0,9,8191,0
501,50.2,-0.99033225,0.0,-0.0004949368,0.0,-0.9899778,2.8744,1,9,8191,0
502,50.3,-0.9803233,0.0,-0.00048993534,0.0,-0.97997814,2.8744,1,9,8191,0
503,50.4,-0.97032726,0.0,-0.000484932,0.0,-0.9699784,2.8744,1,9,8191,0
504,50.5,-0.9603242,0.0,-0.00047993814,0.0,-0.95997876,2.8744,1,9,8191,0
505,50.600002,-0.9503314,0.0,-0.00047493482,0.0,-0.949979,2.8744,1,9,8191,0
506,50.7,-0.9403222,0.0,-0.00046995096,0.0,-0.9399794,2.8744,1,9,8191,0
507,50.8,-0.93030804,0.0,-0.00046494225,0.0,-0.92997974,2.8744,1,9,8191,0
508,50.9,-0.92029446,0.0,-0.0004599393,0.0,-0.91998,2.8744,1,9,8191,0
509,51.0,-0.91030574,0.0,-0.0004549395,0.0,-0.90998036,2.8744,1,9,8191,0
510,51.100002,-0.9003256,0.0,-0.00044993826,0.0,-0.8999806,2.8744,1,9,8191,0
511,51.2,-0.8903175,0.0,-0.00044493712,0.0,-0.889981,2.8744,1,9,8191,0
512,51.3,-0.88029635,0.0,-0.00043993985,0.0,-0.8799812,2.8744,1,9,8191,0
513,51.4,-0.8702999,0.0,-0.00043492578,0.0,-0.8699816,2.8744,1,9,8191,0
514,51.5,-0.8603029,0.0,-0.00042992752,0.0,-0.85998183,2.8744,1,9,8191,0
515,51.600002,-0.850272,0.0,-0.00042492847,0.0,-0.8499822,2.8744,1,9,8191,0
516,51.7,-0.8402754,0.0,-0.00041993012,0.0,-0.83998245,2.8743,1,9,8191,0
517,51.8,-0.8302651,0.0,-0.00041493023,0.0,-0.8299828,2.8743,1,9,8191,0
518,51.9,-0.82026905,0.0,-0.00040992603,0.0,-0.81998307,2.8743,1,9,8191,0
519,52.0,-0.8102781,0.0,-0.0004049179,0.0,-0.80998343,2.8743,1,9,8191,0
520,52.100002,-0.80028135,0.0,-0.00039991798,0.0,-0.7999838,2.8743,1,9,8191,0
521,52.2,-0.79026586,0.0,-0.00039491878,0.0,-0.78998405,2.8743,1,9,8191,0
522,52.3,-0.78026503,0.0,-0.00038992197,0.0,-0.7799844,2.8743,1,9,8191,0
523,52.4,-0.77026445,0.0,-0.0003849142,0.0,-0.76998466,2.8743,1,9,8191,0
524,52.5,-0.7602475,0.0,-0.00037991424,0.0,-0.759985,2.8743,1,9,8191,0
525,52.600002,-0.7502446,0.0,-0.0003749086,0.0,-0.7499853,2.8743,1,9,8191,0
526,52.7,-0.74022895,0.0,-0.00036991443,0.0,-0.73998564,2.8743,1,9,8191,0
527,52.8,-0.7302281,0.0,-0.0003649111,0.0,-0.7299859,2.8743,1,9,8191,0
528,52.9,-0.7202567,0.0,-0.00035992166,0.0,-0.71998626,2.8743,1,9,8191,0
529,53.0,-0.7102361,0.0,-0.00035492095,0.0,-0.7099865,2.8743,1,9,8191,0
530,53.100002,-0.7002472,0.0,-0.00034992388,0.0,-0.6999869,2.8743,1,9,8191,0
531,53.2,-0.6902184,0.0,-0.00034491697,0.0,-0.68998724,2.8743,1,9,8191,0
532,53.3,-0.68024576,0.0,-0.00033991528,0.0,-0.6799875,2.8743,1,9,8191,0
533,53.4,-0.6702289,0.0,-0.00033491495,0.0,-0.66998786,2.8743,1,9,8191,0
534,53.5,-0.6602156,0.0,-0.0003299223,0.0,-0.6599881,2.8743,1,9,8191,0
535,53.600002,-0.6501992,0.0,-0.00032491414,0.0,-0.6499885,2.8743,1,9,8191,0
536,53.7,-0.6402064,0.0,-0.0003199015,0.0,-0.6399887,2.8744,1,9,8191,0
537,53.8,-0.6302165,0.0,-0.0003149061,0.0,-0.6299891,2.8744,1,9,8191,0
538,53.9,-0.620197,0.0,-0.00030990265,0.0,-0.61998934,2.8744,1,9,8191,0
539,54.0,-0.61017346,0.0,-0.00030490293,0.0,-0.6099897,2.8744,1,9,8191,0
540,54.100002,-0.6001728,0.0,-0.00029990895,0.0,-0.59998995,2.8744,1,9,8191,0
541,54.2,-0.5901773,0.0,-0.00029490906,0.0,-0.5899903,2.8744,1,9,8191,0
542,54.3,-0.5801628,0.0,-0.00028990422,0.0,-0.57999057,2.8744,1,9,8191,0
543,54.4,-0.57014996,0.0,-0.00028489635,0.0,-0.56999093,2.8744,1,9,8191,0
544,54.5,-0.5601395,0.0,-0.0002798997,0.0,-0.5599913,2.8744,1,9,8191,0
545,54.600002,-0.55013645,0.0,-0.00027490556,0.0,-0.54999155,2.8744,1,9,8191,0
546,54.7,-0.54016286,0.0,-0.00026990686,0.0,-0.5399919,2.8744,1,9,8191,0
547,54.8,-0.5301383,0.0,-0.00026490653,0.0,-0.52999216,2.8744,1,9,8191,0
548,54.9,-0.5201641,0.0,-0.00025991202,0.0,-0.51999253,2.8744,1,9,8191,0
549,55.0,-0.5101285,0.0,-0.00025490983,0.0,-0.5099928,2.8744,1,9,8191,0
550,55.100002,-0.500153,0.0,-0.00024991905,0.0,-0.49999315,2.8744,1,9,8191,0
551,55.2,-0.4901427,0.0,-0.00024491776,0.0,-0.48999345,2.8744,1,9,8191,0
552,55.3,-0.48013803,0.0,-0.0002399203,0.0,-0.47999376,2.8744,1,9,8191,0
553,55.4,-0.47013292,0.0,-0.00023492187,0.0,-0.46999407,2.8744,1,9,8191,0
554,55.5,-0.4601278,0.0,-0.00022990671,0.0,-0.45999438,2.8744,1,9,8191,0
555,55.600002,-0.45013902,0.0,-0.00022491091,0.0,-0.44999468,2.8744,1,9,8191,0
556,55.7,-0.44012702,0.0,-0.000219902,0.0,-0.439995,2.8744,1,9,8191,0
557,55.8,-0.43011925,0.0,-0.00021490193,0.0,-0.4299953,2.8744,1,9,8191,0
558,55.9,-0.42010957,0.0,-0.00020990442,0.0,-0.4199956,2.8744,1,9,8191,0
559,56.0,-0.41008523,0.0,-0.00020490737,0.0,-0.4099959,2.8744,1,9,8191,0
560,56.100002,-0.40008286,0.0,-0.00019989685,0.0,-0.39999622,2.8744,1,9,8191,0
561,56.2,-0.39006913,0.0,-0.00019489731,0.0,-0.38999653,2.8744,1,9,8191,0
562,56.3,-0.3800804,0.0,-0.00018990375,0.0,-0.3799969,2.8744,1,9,8191,0
563,56.4,-0.3700837,0.0,-0.00018490404,0.0,-0.3699972,2.8744,1,9,8191,0
564,56.5,-0.36009035,0.0,-0.0001798967,0.0,-0.3599975,2.8744,1,9,8191,0
565,56.600002,-0.35007283,0.0,-0.00017488883,0.0,-0.34999782,2.8744,1,9,8191,0
566,56.7,-0.3400673,0.0,-0.00016988603,0.0,-0.33999813,2.8744,1,9,8191,0
567,56.8,-0.33005747,0.0,-0.0001648901,0.0,-0.32999843,2.8744,1,9,8191,0
568,56.9,-0.32005218,0.0,-0.00015988962,0.0,-0.31999874,2.8744,1,9,8191,0
569,57.0,-0.31007782,0.0,-0.00015490531,0.0,-0.30999905,2.8744,1,9,8191,0
570,57.100002,-0.30005983,0.0,-0.00014989513,0.0,-0.29999936,2.8744,1,9,8191,0
571,57.2,-0.2900473,0.0,-0.00014489293,0.0,-0.28999966,2.8744,1,9,8191,0
572,57.3,-0.28004295,0.0,-0.00013990115,0.0,-0.27999997,2.8744,1,9,8191,0
573,57.4,-0.27005544,0.0,-0.0001348958,0.0,-0.27000028,2.8744,1,9,8191,0
574,57.5,-0.26005554,0.0,-0.00012989895,0.0,-0.26000065,2.8744,1,9,8191,0
575,57.600002,-0.25002763,0.0,-0.00012490954,0.0,-0.25000095,2.8744,1,9,8191,0
576,57.7,-0.24002248,0.0,-0.000119913326,0.0,-0.24000126,2.8744,1,9,8191,0
577,57.8,-0.23001145,0.0,-0.00011489379,0.0,-0.23000157,2.8744,1,9,8191,0
578,57.9,-0.22000872,0.0,-0.00010989706,0.0,-0.22000188,2.8744,1,9,8191,0
579,58.0,-0.21000218,0.0,-0.00010490091,0.0,-0.21000218,2.8744,1,9,8191,0
580,58.100002,-0.20000178,0.0,-9.989685e-05,0.0,-0.20000249,2.8744,1,9,8191,0
581,58.2,-0.19000006,0.0,-9.490247e-05,0.0,-0.1900028,2.8744,1,9,8191,0
582,58.3,-0.17998485,0.0,-8.989385e-05,0.0,-0.1800031,2.8744,1,9,8191,0
583,58.4,-0.16998297,0.0,-8.489228e-05,0.0,-0.17000341,2.8744,1,9,8191,0
584,58.5,-0.1599807,0.0,-7.9890124e-05,0.0,-0.16000372,2.8744,1,9,8191,0
585,58.600002,-0.14997107,0.0,-7.494582e-05,0.0,-0.15000403,2.8744,1,8,8191,0
586,58.7,-0.13997544,0.0,-6.9946895e-05,0.0,-0.14000434,2.8744,1,8,8191,0
587,58.8,-0.12996523,0.0,-6.4943226e-05,0.0,-0.1300047,2.8744,1,8,8191,0
588,58.9,-0.11996673,0.0,-5.9944425e-05,0.0,-0.12000501,2.8744,1,8,8191,0
589,59.0,-0.10998206,0.0,-5.4953536e-05,0.0,-0.11000532,2.8744,1,8,8191,0
590,59.100002,-0.09997921,0.0,-4.99527e-05,0.0,-0.10000563,2.8744,1,8,8191,0
591,59.2,-0.089977995,0.0,-4.495451e-05,0.0,-0.090005934,2.8744,1,8,8191,0
592,59.3,-0.07997527,0.0,-3.9951905e-05,0.0,-0.08000624,2.8744,1,8,8191,0
593,59.4,-0.06997053,0.0,-3.4952263e-05,0.0,-0.07000655,2.8744,1,8,8191,0
594,59.5,-0.05997355,0.0,-2.9956405e-05,0.0,-0.060006857,2.8744,1,8,8191,0
595,59.600002,-0.049957495,0.0,-2.4951838e-05,0.0,-0.050007164,2.8744,1,8,8191,0
596,59.7,-0.039958555,0.0,-1.9952224e-05,0.0,-0.040007472,2.8746,1,8,8191,0
597,59.8,-0.02994985,0.0,-1.4950241e-05,0.0,-0.03000778,2.8746,1,8,8191,0
598,59.9,-0.01994395,0.0,-9.949854e-06,0.0,-0.020008087,2.8746,1,8,8191,0
599,60.0,-0.009947522,0.0,-4.950453e-06,0.0,-0.010008454,2.8746,1,8,8191,0
600,60.100002,6.844497e-05,0.0,5.7129974e-08,0.0,-8.761883e-06,2.8746,1,7,8191,0
