_id,name,avg_cv_diff,avg_highV,avg_lowV,components,cv_date_uploaded,cv_diff,highV,ignore_first,lowV,precipitated_out,water_weight,cv_error,avg_conductivity,conductivity,geis_date_uploaded,geis_error
67c0e8fe7f3a7022627b18d3,SO4_3m,2.35119145,1.3101503,-1.041041149999999,{'SO4': 3.0},2025-02-17 10:51:57,"[2.3489557, 2.3451972, 2.357185699999999]","[1.3321394, 1.3071607, 1.3131399]",1.0,"[-1.0168163, -1.0380365, -1.0440458]",False,0.025078239417843002,0.011988499999999002,0.072192425648439,"[0.074454138020962, 0.07263007332300901, 0.071754777973868]",2025-02-17 10:51:54,-0.0008752953491410001
67c0e8fe7f3a7022627b18d4,FSI_1.68m,2.3520655,1.28693485,-1.06513065,{'FSI': 1.6800000000000002},2025-02-17 10:51:57,"[2.3772187000000002, 2.3409647, 2.3631663]","[1.3479805, 1.2849208, 1.2889489]",1.0,"[-1.0292382, -1.0560439, -1.0742174]",False,0.033255904960484,0.022201600000000002,0.045401850479293,"[0.000974504517879, 0.028339506530291003, 0.062464194428295004]",2025-02-17 10:51:56,0.034124687898003006
67c0e8fe7f3a7022627b18d5,AC_2.88m,2.15401545,1.13228745,-1.021728,{'AC': 2.88},2025-02-17 10:51:58,"[2.1650356, 2.1510154, 2.1570155]","[1.117593, 1.1259729, 1.1386020000000001]",1.0,"[-1.0474426, -1.0250425, -1.0184135]",False,0.054514591867298005,0.006000099999999,0.039862289330431004,"[0.041848217903736, 0.038791821362462, 0.040932757298399]",2025-02-17 10:51:56,0.0021409359359370003
67c0e8ff7f3a7022627b18d6,FSI_21m,2.87833135,1.693106,-1.18522535,{'FSI': 21.0},2025-02-17 10:51:57,"[2.749374, 2.8632422, 2.8934205]","[1.6541108, 1.706722, 1.67949]",1.0,"[-1.0952632, -1.1565202, -1.2139305]",False,0.002676852287568,0.030178299999999002,0.031045490410298002,"[0.037317781977885, 0.031297220860407, 0.030793759960189]",2025-02-17 10:51:55,-0.0005034609002170001
67c0e8ff7f3a7022627b18d7,AC_3.5m_SO4_.5m,2.160900524999999,1.1786469,-0.982253625,"{'AC': 3.5, 'SO4': 0.5}",2025-02-17 10:51:57,"[2.164943, 2.15888885, 2.1629122]","[1.1986738, 1.1766344, 1.1806594]",1.0,"[-0.9662691999999999, -0.98225445, -0.9822527999999999]",False,0.034647411265320005,0.00402335,0.041579775030964,"[0.043127099376709006, 0.041406915579914, 0.041752634482014]",2025-02-17 10:51:54,0.0003457189021
67c0e8ff7f3a7022627b18d8,NO3_0.93m_ClO4_0.65m,2.33015835,1.3165550000000001,-1.01360335,"{'NO3': 0.93, 'ClO4': 0.65}",2025-02-17 10:51:58,"[2.32499074, 2.3291489, 2.3311678000000002]","[1.3498119, 1.3225609, 1.3105491]",1.0,"[-0.97517884, -1.006588, -1.0206187]",False,0.09103743119775201,0.0020189,0.089767130177095,"[0.080612505723113, 0.090896598214348, 0.088637662139843]",2025-02-17 10:51:55,-0.0022589360745050003
67c0e8ff7f3a7022627b18d9,NO3_6.86m_AC_1.68m,2.2790815,1.21954475,-1.05953675,"{'NO3': 6.86, 'AC': 1.6800000000000002}",2025-02-17 10:51:58,"[2.2690801, 2.2770672, 2.2810958]","[1.2304543, 1.2226409999999999, 1.2164485]",1.0,"[-1.0386258, -1.0544262, -1.0646473]",False,0.02084232763741,0.004028599999999,0.11109576921843901,"[0.110554359921013, 0.10664730084059201, 0.11554423759628601]",2025-02-17 10:51:54,0.008896936755693
67c0e9007f3a7022627b18da,TFSI_0.25m,2.2930375,1.26270305,-1.03033445,{'TFSI': 0.25},2025-02-17 10:51:57,"[2.281124, 2.2911306, 2.2949444]","[1.2457179, 1.2596916, 1.2657145]",1.0,"[-1.0354060999999999, -1.031439, -1.0292299]",False,0.131743983260523,0.0038138000000000004,0.009377882509753,"[0.009291834504275, 0.00943012777993, 0.009325637239575]",2025-02-17 10:51:54,-0.00010449054035500001
67c0e9007f3a7022627b18db,FSI_0.62m,2.308161499999999,1.29123525,-1.01692625,{'FSI': 0.62},2025-02-17 10:51:57,"[2.2931017, 2.3091717, 2.3071513]","[1.2975354000000001, 1.2955457, 1.2869248]",1.0,"[-0.9955662999999999, -1.013626, -1.0202265]",False,0.089099589974862,-0.0020203999999990003,0.033268679539087,"[0.032710405208558, 0.033505064659428, 0.033032294418745]",2025-02-17 10:51:55,-0.00047277024068200006
67c0e9007f3a7022627b18dc,AC_1.71m,2.151959415,1.18065905,-0.971300365,{'AC': 1.71},2025-02-17 10:51:58,"[2.15095374, 2.15095576, 2.15296307]","[1.1866366, 1.1786566, 1.1826615]",1.0,"[-0.96431714, -0.97229916, -0.9703015700000001]",False,0.09113419822828801,0.00200731,0.03914867896653,"[0.038393028405709004, 0.039818033456833005, 0.038479324476227005]",2025-02-17 10:51:54,-0.0013387089806060001
67c0e9007f3a7022627b18dd,FSI_0.36m,2.2931509500000002,1.26660515,-1.0265458,{'FSI': 0.36},2025-02-17 10:51:57,"[2.2771073, 2.2931422, 2.2931597]","[1.2529093, 1.2668936, 1.2663167]",1.0,"[-1.024198, -1.0262486, -1.026843]",False,0.15149950419923902,1.749999999978158e-05,0.016255555830298002,"[0.016129300621322, 0.016307027579668003, 0.016204084080927002]",2025-02-17 10:51:56,-0.000102943498741
67c0e9017f3a7022627b18de,SO4_2m,2.27494055,1.24980435,-1.0251362,{'SO4': 2.0},2025-02-17 10:51:57,"[2.2911343, 2.2769176, 2.2729635]","[1.2857404, 1.2537, 1.2459087]",1.0,"[-1.0053939, -1.0232176, -1.0270548]",False,0.037523257403474,-0.0039541,0.080150270468756,"[0.07835352744438301, 0.080333765979349, 0.07996677495816301]",2025-02-17 10:51:55,-0.00036699102118600005
67c0e9017f3a7022627b18df,SO4_2.16m,2.2791454,1.2521054,-1.02704,{'SO4': 2.16},2025-02-17 10:51:57,"[2.2651016, 2.2791425, 2.2791483]","[1.2368700000000001, 1.2539065, 1.2503043]",1.0,"[-1.0282316, -1.025236, -1.028844]",False,0.034763081655974006,5.800000000277805e-06,0.083908104272536,"[0.07995211740602501, 0.08912908545568801, 0.07868712308938401]",2025-02-17 10:51:55,-0.010441962366304
67c0e9017f3a7022627b18e0,NO3_7m,2.45725515,1.390397549999999,-1.0668576,{'NO3': 7.0},2025-02-17 10:51:57,"[2.441239099999999, 2.4592694, 2.455240899999999]","[1.4066082, 1.4014091, 1.379386]",1.0,"[-1.0346309, -1.0578603, -1.0758549]",False,0.026209197583890002,-0.0040285,0.15127829690371603,"[0.161545860698587, 0.15376020379007402, 0.148796390017357]",2025-02-17 10:51:55,-0.004963813772716001
67c0e9017f3a7022627b18e1,TFSI_2.94m_AC_4.06m,2.194910649999999,1.123015699999999,-1.07189495,"{'TFSI': 2.94, 'AC': 4.06}",2025-02-18 19:42:36,"[2.1910005, 2.1910108, 2.1988105]","[1.1135888, 1.1212183, 1.1248131]",1.0,"[-1.0774117, -1.0697925, -1.0739974]",False,0.008873930735345,0.0077997000000000006,0.028541030201971,"[0.030195770161000002, 0.027937891262033002, 0.029144169141909003]",2025-02-18 19:36:01,0.0012062778798760001
67c0e9027f3a7022627b18e2,ClO4_1.76m,2.3281365,1.31354745,-1.01458905,{'ClO4': 1.76},2025-02-17 10:51:58,"[2.3111046, 2.3251412, 2.331131799999999]","[1.3151555, 1.3129529, 1.314142]",1.0,"[-0.9959490999999999, -1.0121883, -1.0169898]",False,0.06350229691134801,0.005990599999999,0.024113485958834002,"[0.041976962012425005, 0.004442880648026001, 0.043784091269642]",2025-02-17 10:51:55,0.039341210621616
67c0e9027f3a7022627b18e3,TFSI_0.63m_NO3_5.1m,2.47930495,1.44685815,-1.0324468,"{'TFSI': 0.63, 'NO3': 5.1}",2025-02-17 10:51:57,"[2.443212, 2.4793241, 2.4792858]","[1.4382333, 1.4526862999999999, 1.44103]",1.0,"[-1.0049787, -1.0266378, -1.0382558]",False,0.021516201496037002,-3.8300000000379704e-05,0.122302811238299,"[0.12338846216919701, 0.125337078712419, 0.119268543764178]",2025-02-17 10:51:55,-0.006068534948241001
67c0e9027f3a7022627b18e4,TFSI_0.28m_ClO4_1.59m,2.3081374500000003,1.2914276,-1.01670985,"{'TFSI': 0.28, 'ClO4': 1.5899999999999999}",2025-02-17 10:51:57,"[2.3051203, 2.3071241000000002, 2.3091508]","[1.3047442, 1.2935108, 1.2893444]",1.0,"[-1.0003761, -1.0136133, -1.0198064]",False,0.044398949514313,0.0020267,0.08768088569799701,"[0.08880736315407901, 0.08701768342826101, 0.088344087967734]",2025-02-17 10:51:56,0.0013264045394730001
67c0e9027f3a7022627b18e5,ClO4_3.2m_SO4_0.96m,2.34215415,1.3181602,-1.02399395,"{'ClO4': 3.2, 'SO4': 0.96}",2025-02-18 20:50:55,"[2.3891978, 2.3471254, 2.3371829]","[1.3750255, 1.3263557, 1.3099647]",1.0,"[-1.0141723, -1.0207697, -1.0272182]",False,0.024292966034939002,-0.009942499999999,0.11309970691923601,"[0.12210446221964201, 0.109496075639298, 0.11670333819917401]",2025-02-18 20:14:35,0.0072072625598760005
67c0e9037f3a7022627b18e6,SO4_1.74m,2.266045949999999,1.247222,-1.018823949999999,{'SO4': 1.74},2025-02-17 10:51:58,"[2.2931429, 2.2691329, 2.262959]","[1.2751128999999999, 1.2509106, 1.2435334]",1.0,"[-1.01803, -1.0182223, -1.0194256]",False,0.043081869573973,-0.006173899999999,0.061750398791913005,"[0.064010290009056, 0.063694375394342, 0.059806422189484]",2025-02-17 10:51:56,-0.0038879532048570003
67c0e9037f3a7022627b18e7,NO3_1m,2.30514775,1.253501,-1.05164675,{'NO3': 1.0},2025-02-17 10:51:57,"[2.3511783, 2.3111568, 2.2991387]","[1.2941453, 1.2596973999999999, 1.2473046]",1.0,"[-1.0570330000000001, -1.0514594, -1.0518341]",False,0.177870181412525,-0.012018099999999001,0.057355818727619,"[0.057185249646892006, 0.05820896897189701, 0.056502668483341005]",2025-02-17 10:51:56,-0.001706300488555
67c0e9037f3a7022627b18e8,SO4_1m,2.2540714,1.24158415,-1.01248725,{'SO4': 1.0},2025-02-17 10:51:58,"[2.2889223, 2.2570804, 2.2510624]","[1.285136, 1.2457074, 1.2374609]",1.0,"[-1.0037863, -1.011373, -1.0136015]",False,0.07448751198980101,-0.006017999999999001,0.066095358194848,"[0.06674237215548401, 0.066207585842622, 0.06598313054707401]",2025-02-17 10:51:55,-0.000224455295548
67c0e9037f3a7022627b18e9,ClO4_0.4m_AC_6.3m,2.17099215,1.1109877,-1.06000445,"{'ClO4': 0.4, 'AC': 6.3}",2025-02-18 18:32:43,"[2.1670075, 2.1709985, 2.1709858]","[1.1088098, 1.1107966, 1.1111788]",1.0,"[-1.0581977, -1.0602019, -1.059807]",False,0.023029331114589,-1.2700000000087643e-05,0.027903104678423003,"[0.027628424608591003, 0.028159146046082002, 0.027647063310764]",2025-02-18 18:25:56,-0.000512082735318
67c0e9047f3a7022627b18ea,NO3_0.56m_ClO4_0.3m,2.2921141,1.26893145,-1.023182649999999,"{'NO3': 0.56, 'ClO4': 0.30000000000000004}",2025-02-18 23:06:56,"[2.3111011, 2.293100899999999, 2.2911273]","[1.3237388, 1.2755413, 1.2623216]",1.0,"[-0.9873622999999999, -1.0175596, -1.0288057]",False,0.169880259783343,-0.001973599999999,0.052817372691426,"[0.05441059490069, 0.055964377065017, 0.049670368317835]",2025-02-18 23:00:53,-0.0062940087471810005
67c0e9047f3a7022627b18eb,NO3_0.28m_ClO4_5m,2.37022145,1.3384432,-1.03177825,"{'NO3': 0.28, 'ClO4': 5.0}",2025-02-17 10:51:57,"[2.4192025, 2.3732419, 2.3672009999999992]","[1.4161931, 1.3477597000000001, 1.3291267]",1.0,"[-1.0030094, -1.0254822, -1.0380743]",False,0.021792613494173,-0.0060409,0.166913906676249,"[0.173807313974179, 0.17381674639777, 0.16001106695472803]",2025-02-17 10:51:55,-0.013805679443041001
67c0e9047f3a7022627b18ec,TFSI_3.85m,2.43412595,1.3691967,-1.06492925,{'TFSI': 3.85},2025-02-17 10:51:57,"[2.4072417, 2.4392324, 2.4290195]","[1.3529872, 1.3772063, 1.3611871]",1.0,"[-1.0542545, -1.0620261, -1.0678324]",False,0.008770900104691,-0.010212899999999001,0.040837601592658,"[0.049695505771405, 0.048859408451875, 0.032815794733442004]",2025-02-17 10:51:55,-0.016043613718433002
67c0e9047f3a7022627b18ed,ClO4_2.75m,2.317138,1.297628749999999,-1.01950925,{'ClO4': 2.75},2025-02-17 10:51:57,"[2.3171393, 2.317145199999999, 2.3171308]","[1.3329628, 1.3019272, 1.2933303]",1.0,"[-0.9841765, -1.015218, -1.0238005]",False,0.040828143045327,-1.4399999999525901e-05,0.08418954674034701,"[0.083184740079837, 0.08666838377959701, 0.081710709701097]",2025-02-17 10:51:56,-0.004957674078499
67c0e9057f3a7022627b18ee,NO3_2.12m,2.31313455,1.2963438,-1.01679075,{'NO3': 2.12},2025-02-17 10:51:57,"[2.3511533, 2.3171239, 2.3091452]","[1.370165, 1.3073542, 1.2853334]",1.0,"[-0.9809882999999999, -1.0097697, -1.0238118]",False,0.085508052818272,-0.0079787,0.104320635775991,"[0.10651502897218501, 0.105656603651589, 0.10298466790039301]",2025-02-17 10:51:55,-0.0026719357511960002
67c0e9057f3a7022627b18ef,SO4_1.2m_AC_0.14m,2.2220723000000002,1.19097085,-1.03110145,"{'SO4': 1.2, 'AC': 0.14}",2025-02-18 21:58:57,"[2.2110714, 2.2210545, 2.2230901]","[1.1884724, 1.1904562, 1.1914855]",1.0,"[-1.022599, -1.0305983, -1.0316046]",False,0.058989849502778004,0.0020356000000000003,0.06812926947394901,"[0.066937434871111, 0.069097458312163, 0.067161080635734]",2025-02-18 21:52:52,-0.0019363776764280002
67c0e9057f3a7022627b18f0,AC_3.62m,2.15898017,1.1786184,-0.98036177,{'AC': 3.62},2025-02-17 10:51:58,"[2.3109276, 2.1549756, 2.16298474]","[1.2806852, 1.1746106, 1.1826262]",1.0,"[-1.0302424, -0.9803649999999999, -0.98035854]",False,0.04346760446074,0.008009139999999,0.02959448256496,"[0.02887727164124, 0.029542381918621, 0.029646583211298]",2025-02-17 10:51:55,0.00010420129267700001
67c0e9057f3a7022627b18f1,AC_7m,2.17298665,1.1259834,-1.04700325,{'AC': 7.0},2025-02-19 03:42:37,"[2.1970168, 2.1729849, 2.1729884]","[1.1292106, 1.1269841999999999, 1.1249826]",1.0,"[-1.0678062, -1.0460007, -1.0480058]",False,0.022573719513332,3.500000000045133e-06,0.021777169159472,"[0.022019769595568003, 0.021704098731476003, 0.021850239587468002]",2025-02-19 03:35:45,0.000146140855991
67c0e9067f3a7022627b18f2,FSI_13.44m_NO3_3.64m,2.78436,1.72161595,-1.06274405,"{'FSI': 13.44, 'NO3': 3.64}",2025-02-17 10:51:57,"[2.7091320000000003, 2.7853683, 2.7833517]","[1.685912, 1.7319217999999998, 1.7113101]",1.0,"[-1.02322, -1.0534465, -1.0720416]",False,0.003862567597166,-0.0020166000000000003,0.055893440306254004,"[0.057623380522841, 0.056697833961305004, 0.055089046651202005]",2025-02-17 10:51:55,-0.0016087873101030001
67c0e9067f3a7022627b18f3,AC_4m,2.1619888,1.12939185,-1.03259695,{'AC': 4.0},2025-02-19 02:32:21,"[2.146984299999999, 2.1670019, 2.1569757]","[1.1115948, 1.1318092, 1.1269745]",1.0,"[-1.0353895, -1.0351927, -1.0300012]",False,0.039370697685342,-0.010026199999999002,0.036857565568537004,"[0.037855941030923004, 0.036599207437673004, 0.037115923699402004]",2025-02-19 02:26:07,0.000516716261728
67c0e9067f3a7022627b18f4,FSI_10.43m,2.585363499999999,1.4574878,-1.1278757,{'FSI': 10.43},2025-02-17 10:51:57,"[2.5531837, 2.5833841, 2.5873429]","[1.4969274, 1.4733281, 1.4416475]",1.0,"[-1.0562563, -1.110056, -1.1456954]",False,0.005386712881493,0.003958799999999,0.07548355710672501,"[0.07971669309696501, 0.073986276196623, 0.07698083801682701]",2025-02-17 10:51:55,0.0029945618202030003
67c0e9067f3a7022627b18f5,ClO4_1.30m,2.2691308,1.2526103,-1.0165205,{'ClO4': 1.3},2025-02-17 10:51:57,"[2.2769297, 2.2711404, 2.2671212]","[1.2753298, 1.2571246999999999, 1.2480959]",1.0,"[-1.0015999, -1.0140157, -1.0190253]",False,0.08558770852670801,-0.0040192000000000005,0.07730489504669001,"[0.078632050609466, 0.077755656466125, 0.076854133627255]",2025-02-17 10:51:54,-0.0009015228388690001
67c0e9077f3a7022627b18f6,NO3_2m,2.3001306,1.2778917,-1.0222389,{'NO3': 2.0},2025-02-17 10:51:58,"[2.321081999999999, 2.305142, 2.2951192000000002]","[1.3367139, 1.2887074, 1.2670759999999999]",1.0,"[-0.9843681, -1.0164346, -1.0280432]",False,0.090545627423861,-0.010022799999999001,0.10652821079397301,"[0.097200990915281, 0.104963738993571, 0.108092682594375]",2025-02-17 10:51:55,0.003128943600803
67c0e9077f3a7022627b18f7,ClO4_5m,2.37119725,1.338676599999999,-1.03252065,{'ClO4': 5.0},2025-02-17 10:51:58,"[2.3611940000000002, 2.3712479, 2.3711466]","[1.3739972, 1.3454199, 1.3319333]",1.0,"[-0.9871968, -1.025828, -1.0392133]",False,0.022538296385925003,-0.00010130000000000001,0.085200275660452,"[0.17295518599110302, 0.16246176941077, 0.007938781910134]",2025-02-17 10:51:55,-0.154522987500635
67c0e9077f3a7022627b18f8,AC_0.83m,2.139963899999999,1.1576333,-0.9823305999999999,{'AC': 0.8300000000000001},2025-02-17 10:51:57,"[2.1369231, 2.1389545, 2.140973299999999]","[1.1646281, 1.1566211, 1.1586455]",1.0,"[-0.9722949999999999, -0.9823333999999999, -0.9823278]",False,0.18419879576699902,0.002018799999999,0.038728167006104,"[0.036657547833934004, 0.038502072355324005, 0.038954261656885]",2025-02-17 10:51:56,0.00045218930156000004
67c0e9077f3a7022627b18f9,FSI_1.26m_SO4_1.26m,2.355056099999999,1.32055755,-1.03449855,"{'FSI': 1.26, 'SO4': 1.26}",2025-02-19 00:15:02,"[2.3171293, 2.3529667, 2.357145499999999]","[1.2981428, 1.3235648, 1.3175503]",1.0,"[-1.0189865, -1.0294019, -1.0395952]",False,0.02546734294791,0.004178799999999001,0.071927027365335,"[0.07009677541136, 0.07197333638584501, 0.07188071834482501]",2025-02-18 23:38:58,-9.261804102016215e-05
67c0e9087f3a7022627b18fa,AC_.5m_SO4_1.5m,2.203765319999999,1.2097058,-0.99405952,"{'AC': 0.5, 'SO4': 1.5}",2025-02-17 10:51:57,"[2.2207933, 2.2067715, 2.200759139999999]","[1.2287383, 1.2107096, 1.208702]",1.0,"[-0.9920549999999999, -0.9960619, -0.99205714]",False,0.043126584525605006,-0.0060123600000000004,0.069698989324374,"[0.069645146417995, 0.072454236632794, 0.066943742015955]",2025-02-17 10:51:56,-0.005510494616838
67c0e9087f3a7022627b18fb,NO3_4m,2.3691768,1.32715275,-1.04202405,{'NO3': 4.0},2025-02-17 10:51:58,"[2.3751866, 2.3731774, 2.3651762]","[1.3571821, 1.3379525, 1.3163529999999999]",1.0,"[-1.0180045, -1.0352249, -1.0488232]",False,0.045686484855534004,-0.0080012,0.13407934712750302,"[0.14089933018889902, 0.13410154411455602, 0.13405715014045]",2025-02-17 10:51:56,-4.4393974106160534e-05
67c0e9087f3a7022627b18fc,AC_0.29m,2.17703285,1.17304755,-1.0039853,{'AC': 0.29},2025-02-17 10:51:57,"[2.1690441, 2.1750268, 2.1790389]","[1.1666543, 1.1700516, 1.1760435]",1.0,"[-1.0023898, -1.0049752, -1.0029954]",False,0.49334695731023703,0.004012099999999,0.014075376689752,"[0.013535542060359002, 0.014191853036877, 0.013958900342626]",2025-02-17 10:51:56,-0.000232952694251
67c0e9087f3a7022627b18fd,TFSI_1.84m_AC_5.36m,2.1680332,1.1498149500000001,-1.018218249999999,"{'TFSI': 1.8399999999999999, 'AC': 5.36}",2025-02-17 10:51:58,"[2.1510631, 2.1670561, 2.1690103]","[1.1255926, 1.1480248, 1.1516051]",1.0,"[-1.0254705, -1.0190313, -1.0174052]",False,0.011317159643034001,0.0019542,0.030139133541795003,"[0.028352497100506004, 0.029638215818156004, 0.030640051265434003]",2025-02-17 10:51:56,0.001001835447278
67c0e9097f3a7022627b18fe,TFSI_2.73m_NO3_6.10m,2.58313265,1.536171899999999,-1.04696075,"{'TFSI': 2.73, 'NO3': 6.1}",2025-02-17 10:51:57,"[2.499283799999999, 2.5770985, 2.5891668]","[1.4854424, 1.5368505, 1.5354933]",1.0,"[-1.0138414, -1.040248, -1.0536735]",False,0.008773568293473,0.0120683,0.089370007336544,"[0.087421380233567, 0.08817667977608201, 0.090563334897007]",2025-02-17 10:51:56,0.002386655120925
67c0e9097f3a7022627b18ff,ClO4_0.85m,2.2830015,1.2609111,-1.0220904,{'ClO4': 0.85},2025-02-17 10:51:57,"[2.3010726, 2.2808867, 2.2851163]","[1.2963196, 1.2608994, 1.2609228]",1.0,"[-1.004753, -1.0199873, -1.0241935]",False,0.129723266521815,0.004229599999999,0.032840863165214,"[0.033572816252483005, 0.032856403371411005, 0.032825322959017]",2025-02-17 10:51:54,-3.108041239364284e-05
67c0e9097f3a7022627b1900,FSI_5.1m,2.47014755,1.32945665,-1.1406909,{'FSI': 5.1},2025-02-17 10:51:57,"[2.4230288, 2.5170988, 2.4231963]","[1.3616008, 1.3806131, 1.2783001999999999]",1.0,"[-1.061428, -1.1364857, -1.1448961]",False,0.011003966271267,-0.0939025,0.09331907975294501,"[0.098525255983697, 0.100156762693432, 0.086481396812458]",2025-02-17 10:51:54,-0.013675365880974
67c0e9097f3a7022627b1901,TFSI_21m,2.8523244,1.73925185,-1.11307255,{'TFSI': 21.0},2025-02-17 10:51:58,"[2.8192228, 2.8472014999999997, 2.8574473]","[1.7297422999999998, 1.7377536999999998, 1.74075]",1.0,"[-1.0894805, -1.1094478, -1.1166973]",False,0.001610305244177,0.010245799999999,0.006970328828073,"[0.00844031156023, 0.007159019419187, 0.006781638236959001]",2025-02-17 10:51:56,-0.000377381182227
67c0e90a7f3a7022627b1902,TFSI_0.87m,2.31513405,1.28012245,-1.0350116,{'TFSI': 0.87},2025-02-17 10:51:58,"[2.3091745, 2.3151505, 2.315117599999999]","[1.2761495, 1.2811432, 1.2791017]",1.0,"[-1.033025, -1.0340073, -1.0360159]",False,0.038581931078294,-3.290000000033544e-05,0.027634674487659,"[0.028374996236746, 0.027399204030867003, 0.027870144944451003]",2025-02-17 10:51:54,0.00047094091358400005
67c0e90a7f3a7022627b1903,AC_1m,2.2430594,1.2036619,-1.0393975,{'AC': 1.0},2025-02-19 01:23:51,"[2.253084399999999, 2.197011, 2.2891078]","[1.2216779, 1.1736343, 1.2336895]",1.0,"[-1.0314065, -1.0233767, -1.0554183]",False,0.153848516677696,0.0920968,0.031021980345626,"[0.030192425550005002, 0.031067626406815003, 0.030976334284437003]",2025-02-19 01:17:16,-9.12921223775523e-05
67c0e90a7f3a7022627b1904,TFSI_12.57m,2.6903462499999993,1.617488499999999,-1.072857749999999,{'TFSI': 12.57},2025-02-17 10:51:57,"[2.6413947, 2.693427599999999, 2.687264899999999]","[1.5877585, 1.6245873, 1.6103896999999998]",1.0,"[-1.0536362, -1.0688403, -1.0768752]",False,0.0026896664877820004,-0.006162699999999,0.023432409758499,"[0.023908689140550003, 0.023638272551485002, 0.023226546965512]",2025-02-17 10:51:56,-0.00041172558597200003
67c0e91e7f3a7022627b1905,NO3_3p15m_AC_6p65m,,,,"{'NO3': 3.15, 'AC': 6.65}",,,,,,True,0.016899347802788,,,,,
67c0e91e7f3a7022627b1906,FSI_5p25m_SO4_3m,,,,"{'FSI': 5.25, 'SO4': 3.0}",,,,,,True,0.007506465968638001,,,,,
67c0e91f7f3a7022627b1907,ClO4_3p25m_AC_4p2m,,,,"{'ClO4': 3.25, 'AC': 4.2}",,,,,,True,0.018060522891829002,,,,,
67c0e91f7f3a7022627b1908,NO3_6p65m_SO4_0p6m,,,,"{'NO3': 6.65, 'SO4': 0.6000000000000001}",,,,,,True,0.022628602284282002,,,,,
67c0e91f7f3a7022627b1909,ClO4_4p75m_SO4_1p8m,,,,"{'ClO4': 4.75, 'SO4': 1.8}",,,,,,True,0.015159415504495,,,,,
67c0e91f7f3a7022627b190a,SO4_1p2m_AC_4p9m,,,,"{'SO4': 1.2, 'AC': 4.9}",,,,,,True,0.021303976415655002,,,,,
67c0e91f7f3a7022627b190b,NO3_6p3m_SO4_0p42m,,,,"{'NO3': 6.3, 'SO4': 0.42}",,,,,,True,0.025054104808598,,,,,
67c0e9207f3a7022627b190c,NO3_1p54m_SO4_2p76m,,,,"{'NO3': 1.54, 'SO4': 2.76}",,,,,,True,0.022196971584423002,,,,,
67c0e9207f3a7022627b190d,FSI_13p02m_ClO4_2p8m,,,,"{'FSI': 13.02, 'ClO4': 2.8}",,,,,,True,0.003899761790287,,,,,
67c0e9207f3a7022627b190e,FSI_18p48m_SO4_1p08m,,,,"{'FSI': 18.48, 'SO4': 1.08}",,,,,,True,0.0029150150652500002,,,,,
67c0e9207f3a7022627b190f,SO4_2p58m_AC_3p08m,,,,"{'SO4': 2.58, 'AC': 3.08}",,,,,,True,0.018613526451805,,,,,
67c0e9217f3a7022627b1910,TFSI_7p98m_ClO4_2p7m,,,,"{'TFSI': 7.98, 'ClO4': 2.7}",,,,,,True,0.0038468148390600003,,,,,
